,code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,vleAvBef,vleSumNorm,avAssNorm,times,distance,res
8725,4,3,593896,1,1,2,2,1,0,90,0,5.236641221,0.094091003,0.496666667,114,263,1
8726,1,1,593900,0,12,0,0,0,0,60,0,2.37654321,0.026353716,0.868571429,47,242,1
8727,3,1,593903,1,8,0,6,0,0,120,0,2.256302521,0.036785396,0.64625,143,240,0
8728,5,1,593904,1,9,0,7,0,0,60,0,1.854368932,0.026147828,0.51,44,234,0
8729,4,1,593924,1,3,0,8,0,0,60,0,6.771381579,0.565026422,0.89,259,268,1
8730,5,1,593953,1,7,1,9,1,0,60,0,4.258376768,0.392423307,0.8425,227,268,1
8731,5,1,593970,1,6,1,3,1,0,60,0,3.665354331,0.063825407,0.8225,33,194,0
8732,3,1,593973,1,8,2,8,0,0,90,0,2.959692898,0.105758012,0.77,138,234,1
8733,3,3,593976,0,12,2,4,1,0,60,0,2.131914894,0.034314735,0.9125,98,243,1
8734,0,3,593987,0,0,1,6,1,0,180,0,3.842364532,0.053462357,0.713333333,77,261,0
8735,2,2,593995,1,12,0,6,0,0,60,0,3.089403974,0.063962666,0.9175,89,237,1
8736,3,1,594011,0,3,0,4,0,0,90,0,2.197026022,0.040491387,0.9175,100,242,1
8737,1,1,594015,0,0,0,9,0,0,120,0,1.817679558,0.022510466,0.855,52,241,1
8738,3,3,594033,0,0,0,8,1,0,60,0,2.577433628,0.079884702,0.83,81,242,1
8739,1,1,594038,0,0,0,9,1,0,60,0,2.210526316,0.008578684,0.7025,18,144,0
8740,3,1,594052,1,5,0,7,0,0,90,0,2.097560976,0.017637774,0.75,39,261,1
8741,1,2,594061,0,0,0,3,0,0,60,0,3.880829016,0.205545261,0.9,155,231,1
8742,1,3,594083,1,12,2,0,0,0,240,0,2.974248927,0.047491593,0.816666667,54,237,1
8743,4,1,594111,1,10,0,9,1,0,60,0,4.1796875,0.036648137,0.673333333,43,234,1
8744,5,1,594119,1,0,0,3,0,0,60,0,3.354111406,0.173495299,0.851666667,165,267,1
8745,5,3,594122,1,4,0,1,0,1,120,0,3.432967033,0.107130602,0.7475,124,240,1
8746,4,2,594131,1,1,2,1,0,1,60,1,3.611570248,0.029922449,0.63,59,227,1
8747,5,2,594136,1,1,2,1,0,1,120,0,5.082717873,0.47223938,0.858571429,188,241,1
8748,2,2,594157,1,8,0,9,1,0,60,0,4.28526149,0.185505456,0.81,191,252,1
8749,3,3,594161,1,11,2,0,0,0,60,0,2.805460751,0.056344794,0.9325,76,256,1
8750,5,1,594162,1,5,2,0,1,0,120,0,5.067294751,0.258321323,0.69,109,259,1
8751,6,2,594167,0,0,2,4,0,0,30,0,4.231578947,0.027520417,0.925,32,219,1
8752,5,1,594184,1,6,1,9,0,0,60,0,3.288135593,0.026559605,0.75,14,72,0
8753,6,1,594185,0,9,2,1,1,0,30,0,2.153846154,0.003774621,0.51,6,128,0
8754,6,1,594188,1,9,0,3,0,0,30,0,2.8,0.013382747,0.733333333,30,255,1
8755,2,2,594193,1,9,2,8,0,0,60,1,4.675,0.012765081,0.9,7,23,0
8756,4,2,594193,1,9,2,8,0,0,60,1,5.846153846,0.01557889,0,7,23,0
8757,4,1,594199,1,7,0,1,0,0,90,1,4.368043088,0.16690687,0.765,146,259,1
8758,3,1,594201,0,4,3,2,0,0,120,0,2.836781609,0.084620136,0.865,116,233,1
8759,5,1,594205,1,5,0,6,0,0,120,1,4.34351145,0.078031707,0.76,76,231,1
8760,2,2,594246,1,6,1,3,0,0,60,0,2.868852459,0.011941528,0.888,50,180,0
8761,5,1,594250,0,0,0,1,0,0,90,0,4.069004525,0.246791572,0.825,135,235,1
8762,5,3,594258,1,5,2,0,0,1,90,1,1.5,0.006931576,0.5,54,265,0
8763,1,3,594282,0,7,0,5,0,0,120,0,3.85915493,0.056344794,0.923333333,51,237,1
8764,5,1,594291,1,9,0,5,0,0,60,0,3.854477612,0.070825613,0.68125,35,173,0
8765,5,1,594319,1,6,1,2,0,0,60,0,4.571879937,0.198545055,0.823333333,238,263,1
8766,2,3,594326,1,11,0,5,0,1,60,0,3,0.049962254,0.746666667,135,261,1
8767,5,1,594326,1,11,0,5,0,0,120,0,2.696035242,0.041932606,0,135,261,1
8768,3,3,594329,1,10,2,8,0,0,60,0,1.935779817,0.014412189,0.5675,36,254,0
8769,5,1,594359,0,5,2,5,0,0,60,0,2.071428571,0.001921625,0,1,0,0
8770,5,1,594360,1,7,1,4,0,0,60,0,3.920353982,0.091139935,0.795,69,143,0
8771,5,2,594374,1,12,2,9,0,0,120,0,2.423076923,0.030196967,0.613333333,54,233,0
8772,4,1,594399,1,6,2,5,0,0,30,0,3.376811594,0.063894036,0.6675,86,233,1
8773,5,1,594404,1,5,0,2,0,0,60,0,3.715017065,0.149337726,0.592,75,159,0
8774,5,1,594406,1,5,1,0,0,0,120,0,4.193661972,0.163406767,0.622222222,163,162,0
8775,5,3,594406,1,5,1,0,0,1,180,0,4.286458333,0.056413424,0,163,162,0
8776,3,2,594407,0,7,0,8,0,1,120,0,1.333333333,0.000205888,0.763333333,42,158,0
8777,1,2,594417,0,12,1,5,0,0,60,0,2.40625,0.00521584,0.798571429,14,192,1
8778,4,1,594431,0,1,0,5,0,0,60,0,3.807377049,0.063688148,0.92,101,264,1
8779,4,1,594452,1,6,1,8,0,0,60,0,3.779816514,0.028206712,0.42,25,109,0
8780,5,1,594454,1,1,2,3,0,0,60,0,2.375,0.00645117,0.86,3,16,0
8781,1,1,594456,0,5,2,2,0,0,60,0,2.282485876,0.027657676,0.811428571,61,262,1
8782,1,1,594468,0,0,0,6,1,0,60,1,2.21875,0.014549448,0.864285714,78,253,1
8783,5,1,594470,1,6,0,0,0,0,60,0,3.201550388,0.028275341,0.76,16,47,0
8784,1,1,594497,0,10,2,0,0,0,60,0,2.125,0.005764875,0.694,9,130,0
8785,5,1,594505,1,3,0,7,0,0,60,0,3.573394495,0.053393727,0.81,38,254,1
8786,5,1,594506,1,7,2,3,0,0,60,0,4.04595186,0.12682726,0.8325,118,255,1
8787,4,1,594517,1,9,0,7,0,0,60,0,3.487804878,0.019559399,0.74,38,203,1
8788,1,1,594529,0,12,2,2,1,0,120,1,2.451851852,0.045364079,0.867142857,110,262,1
8789,5,1,594546,1,9,0,8,0,0,120,0,5.602870813,0.401756914,0.9125,159,250,1
8790,6,1,594554,0,1,2,6,0,0,30,0,3.574468085,0.011461121,0.77,35,228,1
8791,5,1,594558,1,11,0,1,0,0,60,0,3.944594595,0.200260792,0.945714286,170,268,1
8792,5,1,594576,1,3,0,9,0,0,90,0,3.079896907,0.163955803,0.78,146,264,1
8793,3,1,594578,1,0,0,8,0,0,60,0,2.011494253,0.011941528,0,9,32,0
8794,4,1,594602,1,0,2,4,0,0,90,0,3.660714286,0.028069453,0.58,29,115,0
8795,5,3,594615,1,10,2,7,1,1,60,0,3.212765957,0.02065747,0.706666667,29,108,0
8796,6,1,594625,0,5,2,2,0,0,30,0,1,0,0.875,13,93,1
8797,5,3,594636,1,8,2,5,0,1,120,1,4.324590164,0.180975911,0.641666667,195,269,1
8798,5,1,594643,1,11,0,1,0,0,120,0,3.341666667,0.027451788,0.676666667,20,95,0
8799,4,2,594684,1,6,1,3,0,0,60,0,3.663157895,0.071580537,0.92,82,240,1
8800,1,1,594693,0,9,2,1,1,0,120,0,2.31092437,0.018804475,0.902857143,75,264,1
8801,1,1,594697,0,11,0,7,0,0,60,0,1.529411765,0.001715737,0.705,4,41,0
8802,6,1,594771,1,5,2,0,0,0,105,1,2.96875,0.00645117,0.725,29,261,1
8803,1,2,594774,0,8,0,1,1,1,120,0,1.5,0.001166701,0,1,0,0
8804,1,1,594776,1,8,0,7,0,0,60,0,2.571895425,0.053942763,0.871428571,103,267,1
8805,5,1,594800,1,6,1,7,0,0,60,0,4.628463476,0.252144671,0.855,82,124,0
8806,5,1,594814,1,12,0,4,0,0,60,0,4.645636172,0.303136367,0.865,178,268,1
8807,1,1,594845,1,3,2,9,1,0,60,0,1.787878788,0.016127925,0.466666667,36,206,0
8808,2,2,594851,1,6,2,2,0,0,90,0,1,0,0,1,0,0
8809,4,1,594851,1,6,2,2,0,0,90,0,1,0,0,1,0,0
8810,5,1,594855,1,11,0,3,0,0,150,0,2.483234714,0.086335873,0.6975,110,259,1
8811,3,1,594869,0,5,0,4,0,0,60,0,3.064935065,0.06471759,0.7175,82,204,0
8812,1,3,594872,0,0,0,4,0,0,60,0,2.888888889,0.015990666,0.54,43,248,1
8813,6,2,594908,1,0,2,4,0,1,60,0,2.142857143,0.003019697,0.52,10,143,0
8814,2,3,594909,1,5,0,3,0,0,30,0,2.495327103,0.018255439,0.662,95,230,1
8815,5,2,594909,1,5,0,3,0,0,60,0,3.755868545,0.054834946,0,95,230,1
8816,6,1,594910,0,5,2,1,1,0,30,0,2.798387097,0.023745796,0.775,46,197,0
8817,3,1,594925,0,2,2,1,0,0,60,0,3.092006033,0.140621783,0.72,160,261,1
8818,1,1,594928,0,9,0,1,0,0,120,0,2.23495702,0.053462357,0.884285714,93,260,1
8819,6,1,594943,0,5,2,9,1,0,30,0,4.049019608,0.028275341,0.716666667,38,229,1
8820,3,1,594963,0,10,0,7,1,0,60,0,2.693766938,0.068149063,0.8175,155,260,1
8821,4,1,594976,1,6,1,9,0,0,30,0,5.928571429,0.034108846,0.826666667,29,234,1
8822,1,1,595010,0,3,2,3,0,0,120,0,2.285714286,0.005421728,0.684,11,211,0
8823,5,1,595023,0,4,2,3,0,0,60,0,2.766519824,0.086129984,0.802,63,211,0
8824,1,1,595094,0,10,2,0,0,0,60,0,2.557692308,0.00905909,0.6975,17,237,0
8825,4,2,595100,1,6,4,7,1,1,60,0,3.54,0.048521035,0.9,64,226,1
8826,6,2,595102,0,8,0,1,0,0,30,0,3.604651163,0.010568938,0.625,13,220,1
8827,1,1,595103,0,6,2,9,1,0,60,0,2.869791667,0.037746208,0.821428571,77,244,1
8828,2,3,595106,1,9,0,4,0,0,60,0,3.131147541,0.039256057,0.896363636,155,264,1
8829,5,1,595106,1,9,0,4,0,0,60,0,4.119293078,0.191887997,0,155,264,1
8830,1,3,595137,0,12,0,8,0,1,60,0,2.034482759,0.008029648,0.433333333,12,237,0
8831,1,1,595138,0,3,1,2,0,0,60,0,2.578947368,0.016745591,0.871428571,28,264,1
8832,5,1,595150,1,1,2,9,0,0,120,0,3.88317757,0.05696246,0.706666667,46,228,0
8833,2,2,595164,1,1,0,6,0,0,120,1,2.512658228,0.02717727,0.78,109,265,1
8834,2,2,595182,1,6,1,6,0,0,90,0,2.451901566,0.075149269,0.888,210,263,1
8835,5,2,595186,1,8,2,6,0,0,60,0,4.892473118,0.124837005,0.63,34,87,0
8836,2,2,595189,1,6,0,8,1,0,60,0,4.113594041,0.151533869,0.937142857,158,262,1
8837,3,3,595215,1,10,0,7,0,0,60,0,3.056291391,0.063276371,0.865,80,243,1
8838,5,1,595230,0,3,0,9,0,0,150,0,5.618257261,0.371628577,0.7375,149,268,1
8839,1,1,595241,1,9,2,2,0,0,60,0,2.1,0.007137465,0.63,14,160,0
8840,4,1,595244,1,1,0,3,1,0,90,0,4.23659306,0.092100748,0.883333333,159,266,1
8841,6,1,595256,0,9,0,5,0,0,30,0,2.565789474,0.013314117,0.733333333,33,225,1
8842,1,1,595295,0,7,0,4,0,0,60,0,2.166666667,0.006176652,0.841666667,19,238,1
8843,1,1,595298,0,11,0,0,0,0,60,0,2.065217391,0.00645117,0.728571429,11,92,0
8844,6,1,595305,0,3,3,4,0,0,30,0,2.926229508,0.048932812,0.716666667,101,253,1
8845,6,1,595335,0,3,2,0,1,0,30,0,5.133663366,0.07110013,0.95,94,253,1
8846,6,2,595343,0,12,2,5,0,0,30,0,2.086956522,0.003225585,0.7,25,229,1
8847,1,1,595345,0,6,1,7,1,0,60,0,2.825581395,0.033285293,0.78,43,248,1
8848,5,1,595354,0,4,1,5,0,0,120,0,3.472727273,0.078580743,0.485,165,267,1
8849,1,3,595365,0,7,2,3,0,0,60,0,3.87244898,0.052021138,0.705,82,227,1
8850,6,1,595365,0,7,2,3,0,0,30,0,3.537037037,0.013039599,0,82,227,1
8851,3,2,595373,0,10,0,7,0,0,60,0,2.087628866,0.027726306,0.746666667,29,221,0
8852,5,1,595381,1,3,2,2,0,0,120,0,4.497645212,0.196554801,0.875,150,260,1
8853,5,1,595386,1,11,0,9,0,0,120,0,4.652091255,0.167867682,0.773333333,72,239,1
8854,5,1,595401,1,4,2,2,0,0,60,0,3.879464286,0.119209389,0.746666667,97,249,1
8855,1,3,595421,0,7,0,3,1,0,60,0,2.519607843,0.017569144,0.496666667,27,228,1
8856,5,2,595428,1,5,1,0,1,1,150,0,4.27090301,0.087571203,0.8925,67,179,0
8857,6,1,595434,0,12,2,4,0,0,30,0,2.798165138,0.041795347,0.933333333,125,259,1
8858,1,1,595436,0,10,1,9,0,0,90,0,3.305882353,0.019216251,0.842857143,46,257,1
8859,6,1,595440,0,5,0,3,0,0,30,1,3.913978495,0.024912497,0.81,39,247,1
8860,6,1,595474,0,0,0,4,1,0,30,0,4.633093525,0.044128749,0.74,86,261,1
8861,5,1,595477,1,12,2,0,0,0,150,0,3.311396469,0.141513966,0.633333333,119,256,0
8862,3,1,595495,1,0,0,4,0,0,60,1,3.40137931,0.169171642,0,218,257,1
8863,6,1,595496,0,11,2,0,0,0,60,1,3.12,0.005284469,0.783333333,17,222,1
8864,1,1,595499,0,11,0,6,0,0,60,1,1.972222222,0.004804063,0.518333333,14,235,0
8865,6,1,595501,0,11,0,4,0,0,30,0,1.6,0.000480406,0.5,2,14,0
8866,4,1,595515,1,10,0,3,1,0,30,0,4.043478261,0.006313911,0,2,28,0
8867,6,1,595535,0,5,2,8,0,0,30,0,2,0.002127514,0.72,5,55,0
8868,4,1,595553,1,4,1,2,0,0,30,0,4.188259109,0.141925743,0.898333333,145,265,1
8869,1,1,595570,0,7,0,6,0,0,60,0,2.865900383,0.051266214,0.853333333,100,266,0
8870,6,2,595572,0,8,0,6,0,1,60,0,3.153333333,0.03239311,0.86,37,211,1
8871,5,1,595593,1,10,0,1,0,0,60,1,5.279109589,0.211516025,0.602,54,99,0
8872,3,1,595601,0,10,0,9,0,0,60,0,1.93728223,0.038089356,0.4425,91,256,0
8873,5,1,595649,1,3,0,7,0,0,120,0,4.377777778,0.013451376,0.485,24,232,1
8874,5,1,595655,1,11,2,1,0,0,60,0,2.863013699,0.085992725,0.878571429,125,267,1
8875,2,2,595659,1,12,0,0,0,0,90,0,2.681318681,0.016676961,0.69125,93,261,1
8876,3,1,595659,1,12,0,0,0,0,90,0,3.910447761,0.035893213,0,93,261,1
8877,1,1,595672,0,8,2,5,0,0,120,1,2.742857143,0.026285087,0.704285714,38,239,0
8878,5,3,595676,1,3,2,9,1,1,60,0,2.6,0.000823554,0.681818182,82,0,0
8879,1,1,595678,0,10,0,6,0,0,60,0,1.971830986,0.009539496,0.781666667,32,265,1
8880,3,1,595685,1,1,0,5,0,0,120,0,1.831632653,0.02456935,0.583333333,82,247,1
8881,6,1,595686,0,12,0,4,1,0,30,0,5.491666667,0.045158191,0.875,82,156,1
8882,1,1,595711,0,0,0,9,1,0,60,0,1.75,0.002813808,0.58,7,25,0
8883,5,3,595721,1,3,2,4,0,0,120,0,2.712025316,0.058746826,0.695,74,264,1
8884,3,1,595723,1,11,2,0,0,0,60,0,2,0.005696246,0,7,52,0
8885,5,1,595746,1,11,2,9,0,0,60,0,7.711839166,0.710726786,0.961111111,199,268,1
8886,5,1,595752,0,4,4,6,0,0,120,0,3.565963061,0.185436827,0.918,180,268,1
8887,5,1,595769,1,5,1,1,0,0,120,0,3.672191529,0.136778533,0.5625,120,250,1
8888,4,2,595808,1,0,2,3,0,1,90,0,4.5125,0.024706609,0.59,33,241,0
8889,1,1,595818,0,11,2,9,1,0,120,0,2.697318008,0.048246517,0.797142857,105,264,1
8890,5,1,595840,1,11,2,1,0,0,60,0,5.729817008,0.365246037,0.93625,189,258,1
8891,5,1,595842,1,4,0,9,0,0,120,0,4.823809524,0.138974676,0.905,104,256,1
8892,2,2,595847,1,10,1,0,0,0,120,0,2.5,0.017088738,0.855833333,114,236,1
8893,1,1,595854,0,6,2,9,0,0,60,1,2.491935484,0.021137877,0.638571429,36,267,1
8894,5,1,595868,1,0,2,7,1,0,60,0,4.183673469,0.22503603,0.727142857,96,268,1
8895,1,1,595874,0,11,0,8,0,0,60,0,1.738636364,0.010431679,0.781428571,26,267,1
8896,3,3,595876,1,12,0,6,0,0,60,0,2.604651163,0.022990872,0.6725,54,240,1
8897,1,3,595892,0,0,0,5,1,0,60,0,2.186813187,0.013588635,0.526666667,24,236,1
8898,5,2,595895,1,2,2,8,0,1,120,0,2.409090909,0.003568732,0,11,78,0
8899,6,1,595908,0,3,2,3,0,0,30,0,3.058139535,0.017980921,0.8,46,232,1
8900,1,1,595925,0,9,0,7,1,0,60,0,2.808219178,0.028069453,0.868571429,46,262,1
8901,6,1,595927,0,0,2,4,1,0,30,1,3.713235294,0.103905017,0.8,140,247,1
8902,4,1,595938,1,1,1,2,1,0,30,0,3.960629921,0.138013863,0.688,113,256,1
8903,3,1,595940,0,10,1,3,0,0,120,0,2.303571429,0.026490975,0.765,45,234,0
8904,5,3,595943,1,8,0,8,0,0,60,0,3.396694215,0.14096493,0.964,143,251,1
8905,6,1,595977,0,8,2,4,1,0,30,0,3.379310345,0.013382747,0.683333333,37,211,1
8906,5,2,595978,1,0,2,8,0,1,180,1,3.517509728,0.061972411,0.7425,140,231,0
8907,2,2,595986,1,9,0,7,0,0,120,0,4.333333333,0.027589047,0.695,145,245,1
8908,3,1,595986,1,9,0,7,0,0,120,0,1.993730408,0.043579713,0,145,245,1
8909,3,1,595988,0,3,0,9,0,0,90,0,2.289389068,0.048795553,0.836,109,257,1
8910,1,1,596016,1,12,2,9,0,0,60,0,2.381578947,0.012353305,0.586666667,10,52,0
8911,1,1,596017,0,10,0,1,1,0,120,0,2.521276596,0.048726923,0.785714286,75,248,1
8912,5,1,596027,1,8,2,3,0,0,120,0,4.452173913,0.140484524,0.72,128,263,1
8913,6,1,596071,1,0,2,5,0,0,30,0,3.611111111,0.017775033,0.683333333,32,259,1
8914,6,1,596075,1,1,2,6,1,0,30,0,2.243902439,0.006245282,0.766666667,19,220,1
8915,6,1,596089,1,8,2,4,0,0,30,0,4.150326797,0.043511084,0.566666667,54,256,1
8916,6,1,596091,1,5,0,9,0,0,30,1,2.391304348,0.011255233,0.69,28,238,1
8917,3,1,596093,1,0,0,2,0,0,60,0,2.782426778,0.045569968,0.78,60,210,1
8918,3,1,596104,0,9,2,6,1,0,60,0,2.730538922,0.031226409,0.6475,49,233,0
8919,1,1,596107,0,10,2,1,0,0,60,0,2.548387097,0.005353099,0.698,16,227,1
8920,1,1,596108,1,10,2,2,1,0,60,0,2.254901961,0.00782376,0.776666667,39,252,1
8921,1,1,596114,0,10,1,3,1,0,60,0,3.111336032,0.105414865,0.815714286,149,265,1
8922,1,3,596128,0,0,2,4,1,0,60,0,3.994736842,0.052021138,0.65,70,219,0
8923,6,1,596143,0,5,2,1,0,0,30,0,3,0.006313911,0.863333333,17,171,1
8924,1,1,596144,0,0,0,3,0,0,90,0,2.087912088,0.01297097,0.808571429,42,242,1
8925,5,1,596147,1,5,2,2,0,0,60,0,3.375572519,0.151671128,0.79,183,265,1
8926,2,2,596157,1,3,2,3,0,0,240,0,4.947368421,0.154759454,0.7325,163,238,1
8927,1,2,596171,1,4,1,7,0,0,70,0,1.819548872,0.016539702,0.9,67,230,1
8928,3,1,596204,1,0,0,4,1,0,60,0,2.514705882,0.058609567,0.6375,80,253,0
8929,6,1,596208,0,12,2,4,1,0,30,0,2.864197531,0.015853407,0.8125,35,245,1
8930,6,1,596214,0,3,2,7,0,0,30,0,2.882352941,0.010019903,0.773333333,14,122,0
8931,1,1,596242,0,10,0,3,1,0,60,0,2.150442478,0.016608332,0.61,34,241,1
8932,5,3,596253,1,0,2,6,0,0,60,0,3.700201207,0.126140965,0.753333333,86,264,1
8933,6,1,596255,0,9,0,5,0,0,30,0,2.125,0.010431679,0.87,22,152,0
8934,5,1,596266,1,7,0,8,0,0,90,0,1.973684211,0.010225791,0.53,9,99,0
8935,0,3,596288,0,6,1,6,0,0,120,0,2.396825397,0.01029442,0.763333333,25,241,1
8936,6,1,596301,0,0,2,4,1,0,30,0,3.743589744,0.009951273,0.82,14,214,1
8937,3,1,596306,1,11,0,3,0,0,60,0,2.894941634,0.050991696,0.67,77,254,0
8938,3,3,596322,0,6,1,7,1,0,60,0,2.493449782,0.117493652,0.9725,152,240,1
8939,2,3,596332,1,1,0,6,0,0,60,0,3.835877863,0.068903987,0.8875,128,267,1
8940,6,1,596358,1,3,0,9,1,0,60,0,3.22826087,0.020314323,0.9,33,244,1
8941,3,3,596359,1,0,1,8,0,0,60,0,1.711267606,0.016608332,0.725,65,240,1
8942,4,1,596361,1,4,2,6,1,0,90,0,4.592079208,0.15908311,0.87,128,249,1
8943,5,1,596368,1,5,2,1,0,0,60,0,3.323275862,0.105758012,0.856666667,106,235,1
8944,1,1,596372,0,10,1,6,1,0,60,0,2.301020408,0.030883261,0.89,80,247,1
8945,6,1,596376,0,5,0,4,0,0,30,0,3.295454545,0.009882644,0.746666667,42,246,1
8946,6,2,596382,0,5,0,9,0,0,30,0,2.43902439,0.006794317,0.8525,13,220,0
8947,5,1,596406,1,11,0,0,0,0,120,0,3.278969957,0.052364285,0.7425,52,236,0
8948,1,1,596417,0,11,0,0,1,0,60,0,4.637931034,0.036854025,0.665714286,45,267,1
8949,3,2,596439,1,9,0,9,0,0,120,0,2.426997245,0.060393933,0.585,163,239,1
8950,3,1,596441,1,8,0,8,0,0,60,0,1.936329588,0.035412806,0.532,64,247,1
8951,1,1,596451,0,0,0,8,1,0,60,1,4.881132075,0.177475808,0.948333333,165,268,1
8952,3,2,596465,0,3,0,1,1,0,60,0,2.259124088,0.084894654,0.82,111,229,1
8953,5,2,596482,0,11,0,3,0,0,60,0,4.035483871,0.171642303,0.77,114,241,1
8954,5,1,596521,1,6,0,1,0,0,120,0,1.806122449,0.012078787,0.62,39,255,0
8955,4,1,596526,1,5,1,8,0,0,60,0,3.74025974,0.039461945,0.79,44,233,1
8956,6,1,596527,0,7,2,1,0,0,30,0,2.510638298,0.008029648,0.666666667,50,241,1
8957,1,2,596533,0,12,0,1,0,0,180,0,2.152777778,0.031844074,0.751428571,78,227,1
8958,3,1,596542,1,11,2,9,0,0,60,1,5,0.006108023,0,4,23,0
8959,3,1,596570,1,6,0,7,0,0,60,0,2.707602339,0.031706815,0.8,45,261,1
8960,5,1,596593,1,6,0,8,0,0,60,0,4.286343612,0.133484318,0.768333333,160,236,1
8961,1,1,596596,0,6,1,7,0,0,60,0,3.157894737,0.041109052,0.817142857,46,242,0
8962,5,2,596601,0,7,0,6,0,1,180,0,4.705376344,0.15009265,0.6425,91,227,1
8963,6,1,596618,0,8,2,1,0,0,30,0,2.666666667,0.001029442,0,1,0,0
8964,5,1,596646,1,3,2,3,0,0,120,0,4.156069364,0.049275959,0.746666667,78,268,1
8965,1,1,596677,0,11,0,2,0,0,60,0,2,0.002813808,0.85,8,134,0
8966,5,1,596687,1,4,1,9,0,0,120,0,3.817275748,0.078786631,0.9575,92,268,1
8967,5,1,596691,1,9,2,4,0,0,120,0,1.75,0.003774621,0.54,5,28,0
8968,6,1,596694,1,9,0,7,1,0,30,0,2.547826087,0.020039805,0.9,48,243,1
8969,6,1,596697,0,3,2,2,1,0,30,0,3.427272727,0.025804681,0.673333333,63,228,1
8970,2,2,596731,1,12,0,2,0,0,90,0,2.26369863,0.04529545,0.6425,202,247,1
8971,3,1,596731,1,12,0,2,0,0,90,0,1.661904762,0.071786425,0,202,247,1
8972,6,2,596751,0,9,0,5,1,0,30,0,3.086642599,0.058609567,0.85,119,236,1
8973,5,1,596756,1,7,2,6,0,0,60,0,4.135198135,0.121680049,0.768571429,121,264,1
8974,5,3,596758,1,1,2,2,0,0,60,0,3.38869258,0.131562693,0.928333333,139,240,1
8975,4,1,596789,1,10,0,4,0,0,30,0,4.305,0.059021344,0.756666667,48,256,1
8976,6,1,596801,0,7,2,9,0,0,30,0,2.163366337,0.029922449,0.833333333,71,234,1
8977,4,1,596812,0,7,2,7,1,0,60,0,3.792929293,0.051472102,0.93,68,225,1
8978,6,1,596824,0,3,2,1,0,0,30,1,3.544444444,0.021824171,0.625,36,241,1
8979,5,1,596828,1,8,2,7,1,0,60,0,4.385459534,0.219339785,0.83,161,264,1
8980,2,3,596845,1,0,0,8,0,0,60,0,3.20754717,0.0349324,0.91875,168,255,1
8981,3,1,596845,1,0,0,8,0,0,60,0,2.092057762,0.079472926,0,168,255,1
8982,2,3,596846,1,9,0,4,0,0,90,0,3.262910798,0.047628852,0.8225,119,235,1
8983,3,1,596846,1,9,0,4,0,0,90,0,2.612048193,0.074325715,0,119,235,1
8984,1,1,596849,0,6,1,4,0,0,60,0,1.945454545,0.007274724,0.86,10,92,0
8985,5,1,596860,1,5,1,2,1,0,60,0,5.916230366,0.155033972,0.746666667,62,232,1
8986,1,1,596892,0,0,2,9,1,0,120,0,1.753623188,0.008235536,0.58,54,228,0
8987,1,1,596897,0,10,1,4,0,0,60,0,2.590909091,0.01166701,0.866,20,208,1
8988,2,2,596903,0,12,2,9,0,0,120,0,4.9,0.050374031,0.55,38,240,1
8989,3,2,596906,1,6,0,8,0,1,120,0,1.508196721,0.006245282,0.65,11,59,0
8990,4,1,596931,1,8,1,7,0,0,60,0,3.8,0.040354128,0.676666667,47,235,0
8991,6,1,596943,0,7,0,5,0,0,30,0,3.422222222,0.010500309,0.72,23,221,1
8992,2,2,596947,1,0,2,7,0,0,90,0,3.815217391,0.024020314,0.71,70,228,0
8993,1,1,596964,0,5,0,9,0,0,60,1,2.679104478,0.02456935,0.827142857,55,237,1
8994,2,3,596981,1,6,0,1,0,0,60,0,3.514851485,0.024294832,0.769,102,266,0
8995,5,1,596981,1,6,0,1,0,0,60,0,3.430952381,0.098826436,0,102,266,1
8996,5,1,596982,1,1,0,7,0,0,120,0,3.754385965,0.146798435,0.864285714,120,261,1
8997,6,2,597010,0,8,2,1,0,1,60,0,2.736842105,0.010637568,0.785,17,211,1
8998,1,1,597033,1,1,2,1,1,0,120,0,1.928571429,0.001784366,0.65,8,37,0
8999,6,2,597037,0,5,2,0,0,0,30,0,2.06779661,0.008304166,0.646666667,18,144,0
9000,6,1,597045,0,11,0,3,1,0,30,0,3.417475728,0.024088944,0.85,47,223,1
9001,1,1,597050,1,1,2,8,0,0,60,0,4.333333333,0.090934047,0.892857143,72,236,1
9002,6,1,597058,0,8,4,8,1,0,30,0,3.13559322,0.025324274,0.816666667,48,211,1
9003,6,1,597060,0,0,2,7,0,0,30,0,3.64171123,0.046668039,0.8,84,256,1
9004,5,1,597074,1,12,0,3,0,0,240,0,2.254545455,0.016951479,0.86,10,53,0
9005,6,1,597097,0,9,2,2,0,0,30,1,1.823529412,0.002058884,0.533333333,20,168,1
9006,1,1,597102,0,11,0,2,0,0,60,0,2.487179487,0.026559605,0.911428571,48,241,1
9007,6,1,597114,0,12,0,5,0,0,30,0,3.178674352,0.075629675,0.9375,136,235,1
9008,1,1,597142,0,4,0,5,1,0,60,0,2.583333333,0.002058884,0,2,3,0
9009,6,1,597152,0,0,2,2,0,0,30,0,3.727272727,0.008372795,0.85,11,219,0
9010,2,2,597181,1,11,0,1,0,0,60,0,1,0,0,1,0,0
9011,4,1,597181,1,11,0,1,0,0,60,0,1,0,0,1,0,0
9012,5,1,597199,0,4,0,2,0,0,60,0,3.222039474,0.134376501,0.6675,156,262,1
