,code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,vleAvBef,vleSumNorm,avAssNorm,times,distance,max_dist,res
2764,5,1,591765,1,0,1,5,0,0,120,0,3.966804979,0.131150916,0.792,154,251,15,1
2765,5,1,591872,1,5,0,0,0,0,120,0,4.388842631,0.361677304,0.691111111,184,266,18,1
2766,4,1,591944,1,4,2,3,0,0,90,0,3.847058824,0.044815044,0.666666667,39,157,22,0
2767,1,1,591978,1,0,2,5,0,0,60,0,2.406862745,0.03362844,0.698333333,57,247,42,0
2768,4,1,592003,1,2,0,4,0,0,60,0,4.095238095,0.047148446,0.883333333,47,240,36,1
2769,5,1,592014,1,3,2,1,0,0,120,0,4.826415094,0.087708462,0.76,68,235,27,1
2770,4,3,592047,0,8,1,4,0,0,60,0,3.549237171,0.175554183,0.903333333,170,248,9,1
2771,3,1,592093,1,11,2,1,0,0,90,0,2.122850123,0.059227232,0,166,246,81,1
2772,1,1,592147,0,6,1,5,1,0,60,0,2.095940959,0.038912909,0.871666667,110,264,12,1
2773,6,2,592190,0,12,2,0,0,0,30,1,2.858823529,0.016608332,0.82,53,235,29,1
2774,1,2,592193,0,7,0,7,1,0,120,0,1.771929825,0.013794523,0.895714286,53,230,20,1
2775,3,3,592214,0,8,0,7,0,0,60,0,8.729608939,0.536133416,0.935,154,253,10,1
2776,1,3,592258,0,7,2,4,1,0,60,0,4.73015873,0.10218928,0.793333333,84,237,13,1
2777,3,1,592284,0,5,0,9,0,0,120,1,2.021276596,0.00645117,0,16,55,13,0
2778,1,1,592317,0,1,2,3,1,0,180,0,2.571428571,0.028343971,0.755714286,44,238,18,1
2779,2,3,592338,0,8,0,6,0,0,60,0,3.08913649,0.076041452,0.778571429,121,249,39,1
2780,5,2,592422,0,1,0,8,0,0,60,0,3.801302932,0.080021961,0.608,30,131,25,0
2781,3,2,592465,0,9,2,3,0,0,60,0,1.877300613,0.041932606,0.8675,83,228,20,1
2782,3,1,592494,0,11,0,0,0,0,90,0,2.574545455,0.048521035,0,186,260,30,1
2783,1,1,592496,0,8,0,5,0,0,60,0,4.177238806,0.153592753,0.818571429,136,261,10,1
2784,5,1,592550,1,8,0,4,0,0,150,0,3.449152542,0.027863565,0.81,16,43,7,0
2785,3,1,592625,1,10,0,3,0,0,60,0,2.083333333,0.010225791,0,82,249,95,1
2786,5,1,592634,1,5,3,0,1,0,60,0,8.291428571,0.497838172,0.56,72,241,39,0
2787,6,1,592737,0,12,0,5,0,0,30,0,4.096153846,0.014549448,0.925,36,245,36,1
2788,3,1,592749,1,6,2,0,0,0,60,0,2.340314136,0.030608743,0,21,25,3,0
2789,2,2,592776,1,12,0,7,0,0,60,0,3.413513514,0.086610391,0.8475,100,228,18,1
2790,5,1,592789,1,10,2,1,0,0,120,0,3.842767296,0.167661794,0.744,134,260,11,1
2791,1,1,592854,0,9,0,6,0,0,120,0,2.585858586,0.017500515,0.878571429,37,243,36,1
2792,5,1,592856,1,8,2,3,0,0,60,0,2.927710843,0.033285293,0.655,49,255,23,1
2793,4,1,592895,0,4,4,5,0,0,30,0,3.557522124,0.055109464,0.926666667,58,234,23,1
2794,1,1,592900,1,10,1,5,0,0,60,0,2.570175439,0.04014824,0.751428571,73,261,19,1
2795,5,1,592924,1,11,0,1,0,0,60,0,3.39941691,0.079953332,0.853333333,104,262,27,1
2796,4,1,592961,1,5,1,3,1,0,60,0,4.266266266,0.29243017,0,200,265,13,1
2797,2,2,592976,1,11,1,5,1,0,60,0,4.601018676,0.185917233,0.98,64,229,22,1
2798,2,3,592997,1,3,1,3,1,0,30,0,3.882697947,0.090796788,0.641428571,184,235,18,0
2799,5,1,593022,1,5,0,7,0,0,60,0,3.402484472,0.187907487,0,201,253,18,1
2800,5,1,593139,1,10,0,7,0,0,60,0,2.954545455,0.111454258,0.6825,85,245,26,0
2801,1,1,593189,0,8,2,6,0,0,90,1,1.434782609,0.002196143,0.42,6,35,23,0
2802,1,3,593346,0,5,2,0,1,0,60,0,2.9625,0.016196555,0.546666667,39,236,41,1
2803,4,1,593400,1,0,0,7,0,0,60,0,5.1875,0.0284126,0.57,14,46,8,0
2804,1,1,593514,1,7,0,3,0,0,60,0,2.432989691,0.016127925,0.712857143,39,236,32,0
2805,3,3,593556,1,6,1,2,0,0,60,0,2.638297872,0.008441425,0.476666667,15,107,21,0
2806,1,1,593593,0,7,0,7,0,0,60,0,2.87037037,0.010568938,0.824285714,13,240,61,1
2807,6,3,593658,0,8,3,8,0,2,30,0,2.670731707,0.014961224,0.74,20,228,48,1
2808,5,1,593670,1,2,2,2,1,0,60,0,2.714285714,0.00253929,0,2,2,2,0
2809,5,1,593671,1,5,2,9,1,0,90,1,1.5,0.000343147,0,2,11,11,0
2810,1,1,593685,0,2,0,5,1,0,60,0,3.513513514,0.008853202,0.845,8,207,46,1
2811,1,1,593712,0,2,2,2,0,0,60,0,2.666666667,0.02848123,0.762857143,36,241,27,1
2812,1,1,593798,0,10,2,5,0,0,60,0,2.611111111,0.019284881,0.867142857,43,248,19,1
2813,6,1,593819,0,9,0,8,0,0,30,0,2.791044776,0.012765081,0.85,22,240,56,1
2814,2,2,593823,1,0,1,5,1,0,90,0,2.720838794,0.142406149,0.8825,264,268,49,1
2815,1,1,593898,0,7,2,1,0,0,90,1,2.342733189,0.074051198,0.862857143,219,268,7,1
2816,3,3,593903,1,8,0,6,0,1,210,0,1.679012346,0.018598586,0,143,240,26,1
2817,6,1,593954,0,9,2,6,0,0,30,1,6.010204082,0.040354128,0.72,14,235,121,1
2818,6,2,593965,0,11,0,6,0,0,30,0,3.426751592,0.036854025,0.8625,44,232,27,1
2819,2,2,593972,1,5,0,4,0,0,60,0,4.507246377,0.042618901,0.7675,61,228,18,1
2820,2,2,594044,1,10,1,7,0,0,90,0,2.545673077,0.072609979,0.875833333,157,262,28,1
2821,5,1,594044,1,10,1,7,0,0,90,0,4.25,0.243771876,0,157,262,28,1
2822,3,3,594048,1,7,2,5,0,0,60,0,2.262032086,0.028961636,0.455,73,261,17,1
2823,1,1,594056,0,6,0,1,1,0,60,0,3.295620438,0.061903781,0.87,65,267,24,1
2824,5,3,594065,1,7,0,3,0,0,60,0,3.616600791,0.1255233,0.938333333,146,257,13,1
2825,3,3,594071,0,6,0,3,0,0,60,0,2.127906977,0.037608949,0.8775,74,261,23,1
2826,3,2,594078,1,4,2,7,0,0,120,0,1.923684211,0.050099513,0.7875,131,239,9,1
2827,3,1,594086,1,10,0,1,0,0,120,0,2.533333333,0.026010569,0.61,34,182,25,0
2828,5,1,594139,1,0,0,6,0,0,60,0,3.259933775,0.135062796,0.7575,113,229,11,1
2829,4,1,594157,1,8,0,9,1,0,60,0,3.904672897,0.143298332,0,191,252,25,1
2830,6,1,594196,1,0,2,3,0,0,30,0,2.272727273,0.003362844,0.565,19,222,40,1
2831,5,3,594229,1,9,2,9,1,0,60,0,4.156146179,0.171642303,0.8325,78,253,18,1
2832,4,1,594233,1,4,0,1,0,0,90,0,3.702702703,0.009333608,0.92,13,158,67,0
2833,4,1,594246,1,6,1,3,0,0,60,0,3.571428571,0.082286734,0,50,180,29,0
2834,5,1,594280,0,12,2,1,0,0,60,0,3.058823529,0.064168554,0.563333333,21,93,26,0
2835,5,1,594342,1,11,0,0,0,0,120,0,2.401515152,0.021686912,0.63,38,233,32,0
2836,2,2,594371,1,4,4,2,0,0,30,0,4.310734463,0.052295656,0.8775,68,229,19,1
2837,2,3,594419,0,5,2,3,0,1,60,0,3,0.028961636,0.735714286,112,260,21,1
2838,3,1,594419,0,5,2,3,0,0,90,0,2.057471264,0.024500721,0,112,260,21,1
2839,6,1,594450,0,8,0,6,0,0,30,0,2.416666667,0.005902134,0.533333333,6,87,37,0
2840,3,1,594507,1,8,2,4,1,0,60,0,2.928286853,0.100816691,0.92,120,261,17,1
2841,5,1,594547,1,8,0,4,0,0,60,0,3.52141527,0.129709697,0.706666667,177,268,11,1
2842,5,1,594596,0,5,2,4,0,0,120,0,4.866898148,0.28851829,0.881666667,137,249,13,1
2843,4,3,594629,1,8,2,6,1,0,60,0,4.479032258,0.190515407,0.89,198,269,7,1
2844,1,1,594677,0,9,0,3,0,0,60,0,2.955882353,0.041314941,0.91,50,253,25,1
2845,6,2,594723,0,5,2,0,0,0,30,0,2.171428571,0.01036305,0.59,27,222,20,1
2846,6,1,594745,0,1,2,7,1,0,30,0,4,0.01557889,0.806666667,32,194,34,1
2847,1,1,594762,0,3,0,1,0,0,120,0,2.179916318,0.035687324,0.758571429,69,241,17,1
2848,5,1,594823,1,0,0,8,0,0,120,0,3.48502994,0.039873722,0.853333333,35,236,42,0
2849,6,1,594834,0,1,2,8,1,0,30,0,3.11875,0.034177476,0.783333333,51,243,27,1
2850,4,1,594864,1,12,2,6,0,0,30,0,3.884297521,0.064443072,0.79,42,168,21,0
2851,5,1,594894,1,0,0,5,0,0,60,0,3.722727273,0.056138906,0.776666667,68,248,17,1
2852,6,1,594901,0,3,2,9,0,0,30,1,2.465753425,0.012284675,0.61,33,229,29,0
2853,3,3,594950,1,5,1,7,1,0,60,0,2.653198653,0.054011392,0.91,110,254,15,1
2854,1,2,595047,0,1,2,7,0,1,180,0,2.005249344,0.052364285,0.894285714,105,232,15,1
2855,3,1,595079,0,6,0,3,0,0,90,0,2.253968254,0.009676755,0.5875,40,258,30,1
2856,1,3,595130,0,10,0,9,0,0,60,0,1.915254237,0.007686501,0.49,19,249,47,1
2857,5,1,595164,1,1,0,6,0,0,120,1,3.415300546,0.085718207,0,109,265,36,1
2858,4,1,595182,1,6,1,6,0,0,90,0,3.828990228,0.161279253,0,210,263,18,1
2859,6,1,595185,0,0,2,8,1,0,30,0,3.297752809,0.040216869,0.766666667,77,259,31,1
2860,4,1,595189,1,6,0,8,1,0,60,0,6.295279912,0.393521378,0,158,262,22,1
2861,3,2,595193,1,8,0,3,1,0,60,0,2.637764933,0.093885114,0.7775,88,229,23,1
2862,5,1,595235,0,0,0,8,0,0,150,0,3.63740458,0.065335255,0.64375,54,233,17,0
2863,3,3,595310,1,6,1,1,0,0,180,0,3.902552204,0.115366138,0.86,99,258,14,1
2864,3,1,595319,1,5,0,0,0,0,120,0,2.632462687,0.096767552,0.94,188,237,8,1
2865,5,1,595330,1,11,0,7,0,0,120,0,3.854251012,0.13060188,0.838,120,230,11,1
2866,5,1,595483,1,0,2,5,0,0,60,0,2.457627119,0.039736463,0.76,35,261,159,0
2867,2,2,595492,1,7,2,4,0,0,60,0,3.367647059,0.015647519,0.616666667,71,267,34,0
2868,4,1,595492,1,7,2,4,0,0,60,0,3.891566265,0.044266008,0,71,267,34,1
2869,2,3,595495,1,0,0,4,0,0,60,1,4.216998192,0.159975293,0.73875,218,257,26,1
2870,1,1,595509,1,8,0,1,0,0,120,0,2.411764706,0.002745179,0.87,4,17,9,0
2871,2,3,595514,1,1,0,7,1,1,30,0,4.566739606,0.143161073,0.6825,165,256,19,1
2872,3,1,595687,1,6,0,1,0,0,60,0,2.011235955,0.049070071,0.676666667,108,258,11,1
2873,5,1,595735,1,0,2,7,0,0,60,0,5.137841352,0.271086405,0.777142857,145,268,16,1
2874,3,3,595741,1,8,2,7,0,0,60,0,1.807692308,0.019284881,0.765,36,240,45,0
2875,2,2,595781,0,4,0,2,0,0,60,0,4.668508287,0.057923272,0.754,147,265,25,0
2876,4,1,595781,0,4,0,2,0,0,60,0,4.030075188,0.073502162,0,147,265,25,1
2877,2,2,595797,1,12,0,5,0,0,60,0,4.837606838,0.07761993,0.8775,44,228,32,1
2878,5,1,595847,1,10,1,0,0,0,120,0,3.527536232,0.083453435,0,114,236,22,1
2879,1,1,595877,0,7,0,2,0,0,120,0,1,0,0.68,1,0,0,0
2880,3,3,595883,0,8,0,8,0,0,60,0,2.401515152,0.043442454,0.5475,53,189,25,0
2881,5,2,595935,1,8,0,2,0,1,120,0,4.299242424,0.077825818,0.85125,128,237,22,1
2882,6,3,595941,0,7,2,5,1,1,30,1,2.495575221,0.019284881,0.65,46,228,25,1
2883,4,2,595992,1,12,2,3,0,0,60,0,5.032921811,0.083865212,0.6375,106,228,12,1
2884,5,1,596029,1,3,2,1,0,0,120,0,3.111111111,0.022990872,0.52,11,109,49,0
2885,5,1,596125,1,9,2,4,0,0,120,0,4.081632653,0.054834946,0.72,22,113,21,0
2886,1,3,596151,0,11,0,6,1,0,60,0,2.158730159,0.009264978,0.25,19,184,35,0
2887,6,1,596221,0,3,2,4,0,0,30,0,3.1,0.008441425,0.795,20,234,43,1
2888,5,3,596243,1,0,2,9,0,1,60,1,3.947368421,0.061697893,0.713333333,74,269,21,1
2889,3,1,596270,0,6,1,5,0,0,60,0,1.843220339,0.02978519,0.835,70,236,27,1
2890,5,1,596296,1,5,0,6,0,0,90,1,2.379032258,0.020177064,0.65,10,51,13,0
2891,1,1,596305,0,0,2,4,1,0,60,0,2.553459119,0.027794935,0.954285714,68,265,22,1
2892,6,2,596307,0,3,2,9,0,0,30,0,1.485714286,0.003500103,0,10,90,31,0
2893,4,1,596319,1,4,4,3,0,0,60,0,4.605095541,0.049550477,0.916666667,63,234,28,1
2894,4,2,596347,1,6,0,6,0,0,60,0,4.049019608,0.028275341,0.816666667,39,226,34,1
2895,1,1,596360,1,3,1,1,0,0,60,0,2.12345679,0.011735639,0.625,16,49,7,0
2896,1,1,596390,0,12,0,9,0,0,60,0,2.928571429,0.005558987,0.768333333,17,221,43,1
2897,4,1,596404,1,3,2,2,1,0,90,0,2.636363636,0.001921625,0,4,29,15,0
2898,5,1,596490,1,3,2,4,1,0,120,0,4.463510848,0.15523986,0.745,102,262,19,1
2899,1,3,596513,0,12,2,0,0,0,60,0,2.740740741,0.050717178,0.66,184,236,20,1
2900,6,2,596513,0,12,2,0,0,1,60,0,5.465256798,0.124082081,0,184,236,20,1
2901,1,1,596535,0,11,1,6,0,0,60,0,2.538461538,0.029373413,0.871428571,48,242,21,1
2902,6,2,596588,1,1,0,2,0,1,60,0,2.911764706,0.006725688,0.875,22,216,48,1
2903,3,1,596589,1,6,2,4,0,0,90,0,2.841201717,0.045364079,0.823333333,102,227,25,0
2904,5,1,596624,1,9,0,9,0,0,120,0,2.870503597,0.027314529,0.68,27,115,26,0
2905,3,1,596629,1,10,1,9,1,0,60,0,1.444444444,0.00260792,0,1,0,0,0
2906,6,1,596636,0,8,2,3,0,0,30,0,2.666666667,0.015304372,0.6,38,230,35,1
2907,5,2,596699,1,0,1,2,0,1,240,0,3.18452381,0.036648137,0.768,43,229,32,0
2908,2,3,596711,0,0,0,7,0,0,60,0,5.128440367,0.076659117,0.9075,45,234,64,1
2909,1,3,596728,0,10,0,9,0,0,60,0,2.370860927,0.024500721,0.88,25,237,46,1
2910,3,3,596759,0,6,2,6,0,0,60,0,2.294425087,0.090316382,0.745,166,248,6,1
2911,1,1,596814,0,12,0,9,0,0,60,0,1.4,0.000411777,0,1,0,0,0
2912,1,1,596847,0,0,0,3,1,0,120,0,2.72972973,0.006862947,0.832857143,12,203,49,1
2913,5,1,596938,1,11,0,5,0,0,60,0,2.988593156,0.053874134,0.7875,44,248,38,1
2914,4,2,596947,1,0,2,7,0,1,90,0,3.435114504,0.030814632,0,70,228,47,1
2915,1,1,596961,0,1,2,9,1,0,60,0,2.146938776,0.036030471,0.74,41,108,43,0
2916,1,3,596988,0,11,2,1,0,1,60,1,3.011363636,0.036304989,0.813333333,76,250,14,1
2917,2,3,597052,0,0,0,2,1,0,90,1,4.885775862,0.155514378,0.935,133,259,9,1
2918,1,1,597078,1,5,0,9,1,0,60,0,2.217741935,0.018804475,0.8725,34,131,30,0
2919,5,1,597098,1,10,2,3,0,0,120,0,4.0625,0.013314117,0,8,32,12,0
2920,3,1,597235,0,12,0,1,0,0,120,0,2.314049587,0.038363873,0.83,38,233,39,0
2921,5,1,597293,1,8,2,4,0,0,120,0,3.443349754,0.143847368,0.87,162,267,8,1
2922,1,1,597301,0,9,2,7,0,0,120,0,2.595505618,0.031638185,0.825714286,88,233,24,1
2923,4,1,597319,1,9,2,6,0,0,60,0,3.277777778,0.024226203,0.5,62,230,21,1
2924,4,1,597335,0,0,0,8,0,0,60,0,6.689320388,0.047217075,0.7,39,229,25,1
2925,3,1,597428,1,6,1,1,0,0,60,0,2.81920904,0.068423581,0.9,86,235,14,1
2926,3,1,597443,1,6,2,2,0,0,60,0,2.304347826,0.007206094,0,3,38,28,0
2927,5,1,597485,1,2,2,7,0,0,60,0,3.672230653,0.166014687,0.61,128,259,15,1
2928,1,3,597539,0,11,2,3,0,0,60,0,2,0.0065198,1,8,50,23,0
2929,5,1,597627,1,7,2,7,0,0,60,0,4.184261036,0.149543614,0.838333333,123,257,15,1
2930,6,1,597669,0,11,2,4,0,0,30,0,2.73245614,0.04268753,0.763333333,128,261,6,1
2931,5,1,597715,1,5,2,1,1,0,60,0,6.325976231,0.255644774,0.75,169,257,13,1
2932,3,1,597755,1,10,0,6,0,0,60,0,1.604395604,0.040010981,0,114,259,51,1
2933,5,1,597817,0,0,0,1,0,0,120,0,3.298507463,0.015098483,0,12,61,20,0
2934,5,1,597912,1,7,2,8,0,0,120,0,3.31152648,0.072884497,0.545,79,256,21,0
2935,6,1,597936,0,8,1,3,1,0,30,0,3.027027027,0.007617871,0.85,18,217,49,0
2936,5,3,597937,1,8,2,4,0,0,60,0,2.696035242,0.125935077,0.598,208,231,3,0
2937,6,1,597971,0,0,0,8,0,0,30,1,1.793103448,0.007068835,0.793333333,23,228,58,1
2938,1,1,598000,0,5,0,7,0,0,60,0,1.975845411,0.028000824,0.84,60,260,21,1
2939,4,1,598028,1,12,1,8,0,0,60,0,5.074418605,0.074806122,0.68,98,265,25,1
2940,3,2,598102,1,3,1,0,0,0,60,0,2.244859813,0.164779356,0,207,229,28,1
2941,2,2,598113,1,2,1,1,0,0,120,0,6.967741935,0.088875163,0.63,68,233,40,1
2942,3,3,598141,1,6,1,2,1,0,120,0,2.486404834,0.112895477,0.8675,156,261,13,1
2943,5,1,598299,1,3,0,5,0,0,60,0,4.737030411,0.181662206,0,215,263,21,1
2944,5,2,598353,1,11,1,3,1,1,150,0,3.890625,0.034108846,0.68,17,80,20,0
2945,5,1,598376,1,2,1,6,1,0,60,0,3.515789474,0.183309313,0.861666667,147,268,9,1
2946,1,1,598462,0,9,0,5,1,0,120,0,3.238095238,0.018598586,0.786666667,54,243,38,1
2947,1,2,598495,0,6,1,0,0,0,60,0,4.262295082,0.053462357,0.74,21,88,20,0
2948,3,1,598501,1,9,0,5,0,0,60,0,2.248704663,0.02971656,0,87,234,47,1
2949,4,1,598662,0,6,0,8,0,0,60,0,3.599378882,0.079472926,0,79,261,43,1
2950,1,1,598709,0,12,0,1,0,0,60,0,2.925806452,0.062178299,0.745714286,89,255,12,1
2951,6,1,598717,1,11,2,9,0,0,30,0,2.4375,0.00260792,0.45,6,213,116,0
2952,6,1,598788,0,0,2,3,0,0,30,1,3.333333333,0.01159838,0.43,21,227,56,1
2953,6,1,598824,0,8,2,4,0,0,30,0,3.161290323,0.006657059,0.703333333,9,119,54,0
2954,5,1,598835,1,6,0,3,0,0,60,0,3.664155005,0.233546085,0.894285714,195,263,11,1
2955,3,1,598860,0,3,2,1,0,0,90,0,3.870769231,0.172603116,0,251,260,32,1
2956,2,2,598924,1,4,0,3,0,0,60,0,1,0,0,5,14,7,0
2957,4,1,598963,1,5,1,7,1,0,30,0,3.661392405,0.079335667,0,148,255,29,1
2958,5,1,598983,1,6,0,2,1,0,60,0,4.18426501,0.138631528,0,146,257,22,1
2959,1,1,598986,0,3,2,0,1,0,60,0,2.047619048,0.011735639,0.711428571,51,228,18,0
2960,3,1,598989,1,5,0,2,0,0,60,0,2.721617418,0.120032942,0.865,131,241,13,1
2961,3,1,599068,1,1,1,6,0,0,60,0,2.142857143,0.055521241,0.9475,124,238,9,1
2962,3,3,599083,0,11,0,8,0,0,60,0,2.751962323,0.120238831,0.9375,149,248,6,1
2963,5,1,599094,1,2,0,7,0,0,90,0,2.698717949,0.028824377,0.7775,36,239,53,1
2964,5,1,599104,1,6,1,3,0,0,120,0,3.702253855,0.214123945,0.85,207,262,13,1
2965,2,3,599109,1,7,0,6,0,0,60,0,2.327402135,0.089698717,0.91875,234,261,32,1
2966,3,1,599109,1,7,0,6,0,0,60,0,2.701149425,0.145082699,0,234,261,32,1
2967,3,1,599146,1,7,2,5,0,0,90,0,2.255813953,0.106444307,0.7675,162,254,8,1
2968,1,2,599161,0,6,2,6,1,1,120,0,3.658671587,0.136023609,0.783333333,105,184,10,0
2969,5,1,599168,1,1,2,4,1,0,60,0,3.144,0.026902752,0.92,15,43,12,0
2970,3,1,599169,1,6,0,5,0,0,60,1,2.113712375,0.043305195,0,173,259,32,1
2971,1,2,599202,0,6,0,6,0,1,120,0,3.071167883,0.115434768,0.914285714,127,233,11,1
2972,2,2,599263,1,12,0,5,0,0,120,0,2.240740741,0.016539702,0.528571429,36,165,36,0
2973,5,1,599315,1,8,1,6,1,0,120,0,4.543909348,0.220094709,0.88875,156,268,21,1
2974,1,3,599355,0,0,0,8,0,0,120,0,3.703703704,0.041109052,0.543333333,51,262,28,1
2975,1,1,599427,0,3,2,9,0,0,60,0,1,0,0,1,0,0,0
2976,4,3,599429,1,12,0,0,0,0,90,0,3.8,0.031226409,0.77,31,148,25,0
2977,4,1,599478,0,4,0,0,1,0,60,0,4.673170732,0.065678402,0.716666667,76,248,18,1
2978,6,1,599503,1,3,2,5,0,0,30,0,1.285714286,0.001784366,0,5,152,84,0
2979,4,1,599542,1,6,2,9,0,0,90,0,4.373684211,0.05696246,0,59,152,19,0
2980,5,1,599568,1,0,0,2,0,0,120,0,3.5,0.02203006,0.69,15,75,17,0
2981,3,1,599577,0,8,0,7,1,0,60,0,4.552050473,0.396060668,0.9,256,260,4,1
2982,3,1,599585,1,10,1,2,1,0,60,0,1.79787234,0.034726512,0.823333333,88,243,17,1
2983,1,1,599640,0,8,2,3,1,0,120,0,2.75,0.013520005,0.7,9,19,7,0
2984,3,1,599655,1,0,2,7,0,0,120,0,1.791666667,0.002882438,0,5,15,11,0
2985,1,2,599769,0,8,2,5,0,0,150,1,2.823943662,0.027451788,0.7475,38,132,23,0
2986,1,1,599794,0,6,0,4,1,0,60,0,3.71886121,0.215084757,0.811428571,178,262,7,1
2987,1,1,599802,0,6,2,5,1,0,60,0,3.549295775,0.051815249,0.79,22,45,7,0
2988,2,2,599893,1,8,0,6,0,0,60,0,7.105263158,0.009196349,0.94,37,191,28,0
2989,4,1,599893,1,8,0,6,0,0,60,0,3.970238095,0.045707227,0,37,191,28,0
2990,1,1,599895,0,1,1,2,0,0,60,0,2.292490119,0.039736463,0.864285714,126,267,11,1
2991,4,1,599902,1,11,2,8,0,0,60,0,3.655844156,0.038569762,0.843333333,63,228,26,1
2992,4,1,599958,0,7,1,3,0,0,150,0,3.286085826,0.17335804,0,202,268,33,1
2993,6,1,600032,1,3,2,9,0,0,45,1,2.954545455,0.008853202,0,7,11,5,0
2994,3,3,600033,1,8,2,7,1,0,60,0,2.952178533,0.190584037,0.8975,182,261,10,1
2995,6,1,600081,0,11,2,4,0,0,30,0,2.484848485,0.01681422,0.67,59,260,30,1
2996,1,1,600211,0,12,2,9,0,0,120,0,1,0,0,1,0,0,0
2997,5,1,600224,1,5,0,0,0,0,120,1,3.495918367,0.117493652,0.8475,95,234,19,1
2998,6,1,600305,0,1,0,9,0,0,30,0,2.139344262,0.017843662,0.723333333,66,225,15,1
2999,5,1,600367,1,5,2,2,0,0,90,1,3.677777778,0.045364079,0.466666667,30,137,35,0
3000,1,1,600370,0,9,1,6,0,0,120,0,2.319277108,0.026353716,0.737142857,56,249,29,1
3001,1,3,600387,0,4,0,1,0,0,60,0,2.439393939,0.033079404,0.553333333,63,236,15,1
3002,6,1,600461,0,3,3,1,0,0,30,0,2.696969697,0.012147416,0.726666667,39,256,37,0
3003,3,1,600478,1,7,2,7,0,0,60,0,2.125,0.050099513,0.8975,130,254,14,1
3004,1,1,600490,0,7,0,8,1,0,60,0,3.643678161,0.021686912,0.935,26,250,38,1
3005,3,3,600502,1,3,2,6,0,0,150,0,2.967857143,0.05696246,0.7175,68,255,33,0
3006,2,3,600509,1,5,0,6,0,1,30,0,3.476190476,0.004941322,0.695,60,245,53,0
3007,5,1,600515,1,4,0,4,0,0,60,0,3.067567568,0.046668039,0.69,17,65,18,0
3008,4,1,600547,1,5,0,9,1,0,60,0,5.948019802,0.164847986,0.81,144,268,56,1
3009,6,1,600645,1,11,0,0,0,0,30,0,3.607594937,0.019490769,0.625,77,225,18,1
3010,3,1,600671,1,8,2,5,0,0,120,0,2.25382263,0.05051129,0.895,142,251,17,1
3011,3,3,600680,1,1,2,5,1,0,60,0,1.775510204,0.023814426,0.74,59,246,24,1
3012,3,1,600686,1,8,1,7,0,0,60,0,3.1,0.074394345,0.8575,79,257,19,1
3013,6,2,600714,0,5,0,5,1,0,30,0,4.083333333,0.010019903,0.8575,21,211,61,1
3014,2,3,600796,0,2,2,7,0,0,60,0,4.77245509,0.164024432,0.87,234,257,27,1
3015,3,1,600796,0,2,2,7,0,0,60,0,2.348294434,0.089698717,0,234,257,27,1
3016,4,1,600916,1,6,2,2,0,0,30,0,4.257042254,0.082904399,0.845,61,149,15,0
3017,5,1,600944,1,8,2,9,0,0,60,0,4.119402985,0.018873104,0.594,13,222,56,1
3018,4,2,600987,1,5,0,0,0,0,60,0,2.961352657,0.042001235,0,107,225,21,1
3019,5,1,600991,1,6,1,2,0,0,90,0,3.097315436,0.063276371,0.66,86,259,20,1
3020,5,1,601040,1,0,2,0,0,0,120,0,4.503546099,0.174250223,0.821111111,96,252,16,1
3021,6,2,601064,1,0,0,8,0,1,60,0,2.613207547,0.018941734,0.87,46,241,19,1
3022,3,2,601082,1,10,2,6,1,0,60,0,2.551204819,0.058060531,0,129,231,20,1
3023,3,1,601088,0,9,2,2,0,0,90,0,2.076923077,0.022167319,0.665,34,165,37,0
3024,5,1,601105,1,4,2,0,0,0,120,0,3.817989418,0.247546496,0.895,176,262,7,1
3025,4,1,601182,1,6,2,4,0,0,60,0,3.306763285,0.093885114,0.896666667,137,258,22,1
3026,3,1,601230,1,11,2,9,0,0,120,0,2.156976744,0.025392904,0.5175,96,231,15,1
3027,6,1,601239,0,0,2,3,0,0,30,0,3.25,0.007068835,0,7,37,21,0
3028,4,2,601248,1,10,2,3,1,1,90,0,1,0,0,15,38,9,0
3029,3,1,601293,0,3,0,9,0,0,90,1,2.776490066,0.115022991,0.6725,188,258,7,1
3030,1,1,601346,0,1,0,1,1,0,60,1,2.26984127,0.009745385,0.96,24,241,32,1
3031,6,1,601360,0,5,0,4,1,0,30,0,2.591666667,0.021275136,0.866666667,63,225,21,1
3032,4,2,601386,1,7,0,3,0,0,30,0,3.464396285,0.076727747,0.97,82,227,53,1
3033,2,3,601388,0,7,0,3,0,0,60,0,3.378378378,0.017088738,0.833333333,66,229,43,1
3034,5,1,601388,0,7,0,3,0,0,60,0,3.06870229,0.027520417,0,66,229,43,1
3035,3,3,601418,1,4,1,4,1,0,60,0,1.931034483,0.015304372,0.88,58,240,28,1
3036,5,1,601430,1,5,0,3,0,0,90,0,3.775374376,0.155651637,0.805,85,253,26,1
3037,1,1,601455,0,12,0,6,0,0,60,0,2.168421053,0.014069041,0.794285714,38,214,17,1
3038,1,1,601504,0,2,2,4,1,0,60,0,4.284122563,0.211035619,0.818571429,171,247,6,1
3039,1,1,601505,0,6,1,6,0,0,120,0,2.478527607,0.027657676,0.835,28,241,75,0
3040,6,1,601511,0,12,2,3,0,0,30,0,2.860465116,0.008372795,0.8,11,93,55,0
3041,6,1,601529,1,8,2,1,1,0,30,0,5,0.003019697,0,2,11,11,0
