,code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,vleAvBef,vleSumNorm,avAssNorm,res
7627,2,3,578000,1,3,2,2,0,0,30,0,3.976377953,0.034589253,0.688,0
7628,4,1,578000,1,3,2,2,0,0,60,0,3.82278481,0.04138357,0.0,1
7629,1,2,578003,0,9,1,2,0,0,120,0,1.8730158730000002,0.008029648,0.77,0
7630,5,2,578022,1,1,0,1,0,0,120,0,2.212121212,0.009951273,0.71,0
7631,1,1,578030,0,11,0,0,0,0,120,0,2.2911392409999998,0.024775237999999998,0.882857143,1
7632,3,2,578031,1,9,0,1,0,0,60,0,2.1216730040000003,0.038226615,0.8425,1
7633,4,1,578034,1,4,0,9,0,0,60,0,4.067510549,0.132248988,0.7128571429999999,1
7634,4,1,578056,1,12,0,3,0,0,60,0,3.333333333,0.023951685,0.6133333329999999,0
7635,3,1,578117,1,10,2,8,0,0,60,0,2.8115942030000003,0.013245488,0.0,0
7636,1,3,578132,0,0,1,4,0,0,60,0,3.594855305,0.076659117,0.563333333,1
7637,6,1,578140,0,3,2,4,1,0,30,0,2.8476190480000003,0.020451582,0.783333333,1
7638,5,3,578152,1,10,2,8,0,1,60,0,1.73374613,0.038363873,0.673333333,1
7639,1,1,578197,0,11,2,9,0,0,120,0,2.526315789,0.032873516,0.7328571429999999,1
7640,5,1,578199,1,6,0,9,0,0,90,0,4.618811881,0.127993961,0.7566666670000001,1
7641,6,1,578207,1,9,0,8,0,0,30,0,2.98,0.020382952,0.663333333,1
7642,5,2,578258,1,9,2,1,0,1,180,0,1.0,0.0,0.0,0
7643,5,1,578276,0,5,0,5,0,0,120,0,1.9,0.00514721,0.9,0
7644,5,1,578281,1,1,0,6,0,0,150,0,5.1066217730000005,0.312195457,0.9375,1
7645,3,1,578303,0,1,0,7,0,0,60,1,2.9055793989999996,0.04639352099999999,0.745,1
7646,6,1,578375,0,7,2,7,1,0,30,0,4.282828283,0.029030266000000002,0.966666667,1
7647,6,2,578389,1,9,0,5,0,0,30,0,2.25862069,0.008921831,0.8225,1
7648,3,3,578427,0,8,2,0,0,1,60,0,1.7777777780000001,0.017500515,0.621428571,0
7649,4,1,578438,1,9,0,7,0,0,60,0,3.398148148,0.050305401,0.9,1
7650,1,3,578439,0,12,2,8,0,0,60,0,2.0625,0.002196143,0.46,1
7651,1,1,578447,1,7,0,4,0,0,60,1,2.0,0.003225585,0.7383333329999999,1
7652,2,2,578450,0,0,2,9,0,0,120,0,3.594202899,0.016951479,0.451666667,0
7653,4,1,578450,0,0,2,9,0,0,120,0,6.857142857,0.049344589,0.0,0
7654,6,2,578452,0,5,2,1,1,0,30,1,2.886075949,0.01557889,0.75,1
7655,4,3,578469,1,5,0,9,0,0,60,0,3.6567164180000002,0.084002471,0.81,1
7656,5,1,578492,1,0,2,2,0,0,90,0,3.6043613710000004,0.079335667,0.665,1
7657,5,1,578497,1,8,0,8,0,0,60,0,4.576923077,0.41644362100000004,0.91625,1
7658,1,1,578520,1,2,2,0,0,0,60,0,1.0,0.0,0.0,0
7659,4,2,578541,0,1,0,6,0,0,60,0,3.774834437,0.117287763,0.526,0
7660,1,1,578546,0,12,0,6,0,0,60,0,2.556561086,0.038707021,0.8242857140000001,1
7661,5,1,578547,1,9,2,3,0,0,60,0,2.6825396830000003,0.023128131,0.66,0
7662,6,1,578555,1,3,2,1,0,0,30,0,2.272727273,0.001647107,0.0,0
7663,1,1,578578,0,1,0,7,1,0,120,0,2.9896907219999997,0.019833917,0.83,1
7664,3,2,578595,1,5,1,4,0,0,120,0,2.542435424,0.047217075,0.55,0
7665,1,1,578600,0,0,2,7,0,0,60,0,3.0956521739999996,0.048795553,0.83,1
7666,3,3,578616,0,0,2,9,1,0,60,0,1.5243902440000001,0.017088738,0.905,1
7667,4,2,578634,1,8,2,8,0,0,60,0,4.2380952380000005,0.04268753,0.836666667,1
7668,2,2,578655,0,2,0,5,0,0,150,0,3.4037037039999998,0.063001853,0.6425,1
7669,6,1,578666,0,11,0,1,1,0,30,0,3.015748031,0.026216457000000002,0.526666667,0
7670,1,1,578676,0,0,2,7,0,0,60,0,1.736263736,0.010774826999999999,0.7228571429999999,0
7671,3,1,578697,0,8,0,5,0,0,60,0,2.535519126,0.063619518,0.543333333,1
7672,1,3,578710,0,9,2,2,0,0,60,0,2.97740113,0.036099101,0.796666667,1
7673,4,1,578725,1,6,1,8,0,0,60,0,4.1071428569999995,0.055178093,0.57,0
7674,4,1,578736,1,6,1,9,1,0,90,0,5.933333332999999,0.04268753,0.673333333,1
7675,5,1,578744,1,4,0,5,0,0,120,0,3.7258485639999996,0.09786562300000001,0.866,1
7676,5,2,578764,1,0,0,7,0,0,90,0,4.639275766,0.228536133,0.835,1
7677,6,1,578781,0,5,2,0,1,0,30,1,1.8,0.000549036,0.0,0
7678,2,3,578815,1,4,4,1,1,0,150,0,3.057142857,0.02196143,0.877142857,1
7679,3,2,578815,1,4,4,2,1,0,60,0,2.492385787,0.03362844,0.0,1
7680,3,1,578823,1,0,0,6,0,0,180,0,2.675840979,0.059982155999999995,0.5525,1
7681,6,2,578845,0,4,0,9,0,0,30,0,2.472222222,0.018255439,0.9,0
7682,5,3,578847,1,2,0,8,0,0,60,1,4.127218935,0.09566948,0.851666667,1
7683,2,2,578850,1,11,0,9,0,0,90,0,2.510791367,0.023883055,0.85,1
7684,3,1,578850,1,11,0,9,0,0,90,0,1.9427312780000001,0.030196967,0.0,1
7685,3,3,578857,1,9,0,6,0,0,60,0,1.771812081,0.01804955,0.7425,1
7686,3,1,578906,1,2,2,6,0,0,60,0,2.263157895,0.029442042,0.905,1
7687,6,1,578940,0,1,0,3,0,0,30,1,6.147849462000001,0.156886967,0.75,1
7688,3,1,578943,0,11,2,4,0,0,90,0,2.634730539,0.09052227,0.8275,1
7689,4,2,578958,1,10,2,1,1,1,135,0,3.424068768,0.081943587,0.0,1
7690,6,1,578977,0,3,2,2,0,0,30,0,2.0,0.0037746209999999997,0.0,0
7691,4,1,579011,1,5,0,9,1,0,60,0,4.330049261,0.060256674,0.806666667,1
7692,6,1,579015,0,5,0,8,0,0,30,1,1.0,0.000205888,0.5,1
7693,3,3,579017,1,0,2,3,0,0,60,0,1.674285714,0.020039805,0.7325,1
7694,6,1,579020,0,12,0,6,0,0,30,0,2.485436893,0.017500515,0.816666667,1
7695,2,2,579027,1,6,1,3,0,0,90,0,1.8,0.000549036,0.865,0
7696,4,1,579027,1,6,1,3,0,0,90,0,5.159574468,0.033216663,0.0,0
7697,5,1,579038,1,3,2,9,1,0,120,0,3.612352168,0.188593782,0.7342857140000001,1
7698,4,3,579052,1,4,0,3,1,0,60,0,3.117056856,0.063894036,0.665,1
7699,5,2,579081,1,11,0,6,0,1,150,0,4.281481481,0.158602704,0.91375,1
7700,6,1,579086,0,12,0,5,0,0,90,0,3.386666667,0.017363256,0.783333333,1
7701,3,1,579105,0,7,0,6,0,0,90,0,2.644680851,0.085237801,0.855,1
7702,3,1,579112,1,8,2,1,0,0,60,0,3.285714286,0.017294626,0.286666667,0
7703,6,3,579125,0,5,2,6,0,0,30,0,2.369565217,0.014892595,0.726666667,1
7704,4,1,579130,1,11,0,6,0,0,30,1,5.7793594310000005,0.111385629,0.806666667,1
7705,3,2,579134,0,3,2,1,0,0,60,1,2.1323943659999998,0.051883879,0.605,1
7706,3,1,579151,0,5,0,6,0,0,60,0,2.600746269,0.095600851,0.8125,1
7707,1,3,579161,0,5,2,9,0,0,60,0,2.233333333,0.004529545,0.81,1
7708,6,1,579164,0,8,2,5,1,0,30,0,2.534883721,0.0074119830000000005,0.806666667,1
7709,3,3,579172,0,2,2,3,1,0,60,0,2.7759815239999996,0.082423993,0.7275,0
7710,5,1,579176,0,6,1,3,1,0,75,0,3.9223638469999997,0.232242125,0.8211111109999999,1
7711,4,1,579199,0,1,2,6,0,0,90,0,2.6,0.0017157370000000002,0.0,0
7712,4,1,579206,1,10,0,9,1,0,60,0,6.766666667000001,0.027794935,0.0,0
7713,1,3,579251,1,10,2,0,1,0,60,0,3.8409090910000003,0.011529751000000001,0.68,0
7714,5,1,579257,1,7,0,8,0,0,60,0,3.70754717,0.080845515,0.5725,1
7715,1,1,579279,0,1,2,1,0,0,60,0,2.745614035,0.021412393999999998,0.784285714,1
7716,4,3,579283,1,8,2,3,0,0,90,0,3.132882883,0.09539496300000001,0.945,1
7717,3,1,579325,1,5,2,0,0,0,60,0,2.65615142,0.057717384000000004,0.8540000000000001,1
7718,4,1,579340,1,8,2,5,0,0,90,0,3.357894737,0.043716972,0.8075,1
7719,2,2,579343,1,11,1,3,0,0,60,0,3.768203883,0.213025873,0.86,1
7720,4,1,579343,1,11,1,3,0,0,60,0,4.208157525,0.205270743,0.0,1
7721,3,1,579367,0,10,1,4,0,0,60,0,4.129901961,0.115572027,0.9325,1
7722,3,1,579372,1,12,2,0,0,0,90,0,2.552941176,0.044609155,0.7,0
7723,6,1,579381,0,5,2,1,1,0,30,0,2.838983051,0.022922243,0.75,1
7724,3,3,579386,0,1,0,3,1,0,60,0,2.1984126980000003,0.037952097000000004,0.8925,1
7725,1,3,579409,0,0,2,3,0,0,60,0,2.333333333,0.005696245999999999,0.39666666700000003,1
7726,5,1,579415,1,9,2,3,0,0,120,0,2.265822785,0.012216046000000001,0.52,0
7727,5,1,579416,1,1,2,4,0,0,60,0,3.421768707,0.034451994,0.7975,0
7728,3,1,579470,1,6,0,9,0,0,90,0,3.101694915,0.025049756,0.7,0
7729,5,1,579482,1,6,0,6,1,0,60,0,3.23255814,0.066707844,0.36666666700000006,0
7730,1,3,579486,1,0,2,1,1,1,60,0,2.166666667,0.0008235539999999999,0.0,0
7731,5,1,579506,1,4,0,4,0,0,60,0,4.101265823,0.044403267,0.7,1
7732,6,1,579528,0,1,2,7,1,0,30,0,3.479452055,0.017363256,0.88,1
7733,1,1,579549,0,5,0,1,0,0,60,0,2.450980392,0.017088738,0.7414285709999999,1
7734,5,1,579557,1,9,0,3,0,0,60,0,4.250332889,0.218996637,0.91375,1
7735,1,1,579571,0,12,2,0,0,0,60,0,2.5510204080000003,0.042824789,0.792857143,1
7736,6,1,579572,0,0,2,6,1,0,30,0,2.336585366,0.032804886,0.85,1
7737,1,1,579575,0,2,2,2,0,0,75,0,2.492537313,0.011392491999999999,0.618571429,1
7738,2,3,579583,1,9,2,3,0,0,30,0,5.777570093,0.21206506100000003,0.55,1
7739,4,1,579604,1,5,2,6,0,0,30,0,1.0,0.0,0.0,0
7740,2,3,579614,1,4,2,9,0,0,60,0,4.995192308,0.071237389,0.75,1
7741,5,3,579660,1,3,2,6,0,0,60,0,4.0032258060000006,0.08510054199999999,0.8816666670000001,1
7742,6,1,579661,0,11,2,0,0,0,30,0,3.677966102,0.02971656,0.6166666670000001,1
7743,5,1,579685,1,11,3,0,0,0,60,0,5.8819875779999995,0.129915586,0.785,0
7744,5,3,579686,1,10,0,3,0,0,90,0,3.358166189,0.080365109,0.852,1
7745,3,2,579711,1,0,1,7,1,0,120,0,2.982905983,0.023883055,0.6275,1
7746,1,2,579720,0,11,0,0,0,0,60,0,3.593103448,0.035687324,0.815714286,0
7747,4,1,579723,1,7,2,8,1,0,60,0,4.540059347,0.10493445900000001,0.553333333,1
7748,5,1,579737,1,4,0,1,0,0,60,0,3.6920821110000004,0.08633587300000001,0.795,1
7749,1,1,580094,0,4,2,9,0,0,120,0,3.1557894739999997,0.102806945,0.858571429,1
7750,6,1,580095,0,0,2,5,1,0,30,0,1.0,0.0,0.0,0
7751,1,1,580314,0,5,0,0,1,0,60,0,1.0,0.00034314699999999997,0.0,0
7752,2,3,580342,1,1,2,2,0,0,60,0,2.529411765,0.041246311,0.833333333,1
7753,1,1,580346,0,7,0,8,1,0,60,0,8.039795918,0.540662961,0.932857143,1
7754,1,1,580360,0,0,2,9,0,0,60,0,2.261904762,0.00645117,0.806666667,1
7755,4,1,580372,1,12,1,6,0,0,60,0,4.775,0.026147827999999998,0.77,0
7756,5,1,580380,0,0,0,4,0,0,60,0,3.6062992130000002,0.062795965,0.843333333,1
7757,2,3,580384,1,6,4,1,1,0,60,0,3.2285714289999996,0.054217281,0.943333333,1
7758,3,1,580415,0,5,2,7,0,0,120,0,2.700740741,0.12504289300000002,0.89,1
7759,3,1,580441,1,0,1,3,1,0,60,0,2.7096774189999997,0.011461121000000001,0.7,0
7760,3,3,580458,0,3,0,6,0,0,60,0,2.8536977489999997,0.121748679,0.85,1
7761,5,3,580459,1,4,0,4,0,0,60,0,3.3525498889999996,0.103699128,0.8340000000000001,1
7762,3,1,580468,0,3,2,2,0,0,60,0,2.133891213,0.069933429,0.8575,1
7763,6,1,580469,0,7,2,9,0,0,30,0,2.951612903,0.012490563,1.0,0
7764,1,1,580540,0,7,0,9,0,0,120,1,1.830508475,0.022167318999999998,0.773333333,1
7765,5,1,580555,1,9,0,6,0,0,120,0,3.208510638,0.051677991,0.745,1
7766,3,1,580642,0,5,1,0,0,0,60,0,2.412742382,0.059707638,0.7275,1
7767,5,1,580657,1,0,0,6,0,0,60,0,3.374787053,0.13588635,0.7855555559999999,1
7768,6,1,580669,0,0,2,4,0,0,30,0,1.75,0.00041177699999999994,0.0,0
7769,1,1,580684,0,5,0,9,0,0,120,0,2.405940594,0.016608332,0.7428571429999999,0
7770,1,2,580688,0,8,0,5,0,0,180,0,5.644808743,0.141719855,0.96,1
7771,4,3,580689,1,6,1,1,1,1,60,1,5.0,0.014686706,0.612,0
7772,5,1,580709,1,8,0,9,0,0,60,0,2.008474576,0.016196555,0.66,1
7773,2,3,580714,1,12,0,5,0,0,60,0,3.9245283019999997,0.02848123,0.905,1
7774,3,1,580714,1,12,0,5,0,0,60,0,2.184115523,0.0414522,0.0,1
7775,4,1,580719,0,6,1,7,1,0,60,0,3.889830508,0.09443415,0.956666667,1
7776,5,1,580743,1,5,1,2,1,0,60,0,4.68872549,0.131219546,0.726666667,1
7777,4,1,580774,1,10,2,4,0,0,120,0,4.961038961,0.026147827999999998,0.805,0
7778,2,2,580779,0,1,0,6,0,0,90,0,2.3543543540000003,0.053736875,0.8058333329999999,1
7779,5,1,580779,0,1,0,6,0,0,90,0,4.27154047,0.224486995,0.0,1
7780,2,3,580798,1,9,2,5,0,0,60,0,3.68202765,0.054766317,0.86,1
7781,4,3,580798,1,9,2,5,0,0,60,0,4.480286738,0.08571820699999999,0.0,1
7782,5,3,580834,1,0,2,4,1,0,60,0,5.043157895,0.328735159,0.924285714,1
7783,5,1,580842,0,8,2,8,1,0,90,0,5.346895075,0.342666941,0.86875,1
7784,5,3,580845,1,6,1,2,0,0,120,0,2.703071672,0.05428591,0.0,1
7785,6,1,580860,0,9,0,7,0,0,30,0,3.471830986,0.033765698999999996,0.8,1
7786,6,1,580870,1,8,2,7,0,0,30,0,5.5882352939999995,0.00645117,0.806666667,1
7787,1,1,580880,1,2,0,1,0,0,75,0,2.566666667,0.073913939,0.74,1
7788,1,1,580883,0,2,1,5,0,0,60,0,3.0723327310000004,0.116532839,0.8642857140000001,1
7789,2,3,580916,0,4,0,4,1,0,30,0,2.388888889,0.041246311,0.75125,1
7790,3,1,580916,0,4,0,4,1,0,60,0,1.994974874,0.054423169,0.0,1
7791,6,1,580925,0,5,2,4,1,0,30,0,3.38,0.023128131,0.0,0
7792,5,3,580926,1,5,2,2,0,2,120,1,2.559139785,0.016265184,0.52,0
7793,1,1,580960,0,9,0,9,1,0,120,0,3.743243243,0.05696246,0.828571429,1
7794,4,1,580970,1,11,0,1,0,0,60,0,3.897959184,0.052364285,0.8733333329999999,1
7795,1,1,580975,0,2,1,4,0,0,60,0,2.525252525,0.017088738,0.83,0
7796,1,3,581016,0,7,2,3,0,1,60,0,3.661764706,0.068286322,0.48,1
7797,1,1,581027,0,10,2,2,0,0,90,0,2.6,0.0061766519999999995,0.0,0
7798,5,1,581034,0,11,2,1,1,0,90,0,4.961777778,0.383021069,0.7328571429999999,1
7799,1,1,581038,0,1,2,2,0,0,120,0,2.830708661,0.049275959,0.8075,0
7800,6,1,581062,0,7,0,2,0,0,30,0,2.927272727,0.010980715,0.8,1
7801,6,1,581063,0,0,0,1,0,0,30,0,2.8,0.017225997,0.676666667,1
7802,1,3,581118,0,0,0,2,1,0,60,0,3.559701493,0.032667627000000005,0.8533333329999999,1
7803,6,1,581118,0,0,0,2,0,0,30,0,3.5825242719999997,0.025255645,0.0,1
7804,2,3,581123,1,11,0,6,0,1,30,0,2.8280254780000003,0.030402855,0.619,1
7805,4,1,581123,1,11,0,6,0,0,150,0,3.158878505,0.046324892,0.0,1
7806,0,1,581129,1,0,0,2,0,0,120,0,2.875,0.00782376,0.4,0
7807,5,1,581135,1,7,0,7,0,0,60,0,5.70541958,0.447875918,0.9057142859999999,1
7808,3,1,581138,0,7,0,7,0,0,60,0,2.6782178219999997,0.074188457,0.475,0
7809,1,1,581139,0,3,2,6,1,0,60,0,2.2592592590000002,0.012490563,0.8614285709999999,1
7810,1,3,581178,0,5,2,0,0,0,60,0,2.615384615,0.006931576,0.67,1
7811,6,1,581178,0,5,2,0,0,0,30,0,2.356164384,0.011735638999999999,0.0,1
7812,4,1,581179,1,7,2,2,0,0,30,0,3.1802469139999996,0.08832612699999999,0.0,1
7813,6,1,581200,0,9,0,5,1,0,30,0,2.823529412,0.003225585,0.725,1
7814,5,3,581219,1,5,2,7,0,1,60,0,4.193548387,0.017775033,0.703333333,0
7815,1,2,581222,1,1,0,4,0,0,240,0,2.308724832,0.023539908,0.642857143,1
7816,4,1,581234,1,5,0,4,0,0,60,0,3.553264605,0.070894242,0.8833333329999999,1
7817,1,3,581235,0,11,2,8,0,1,60,0,4.221052632,0.027451787999999998,0.806666667,1
7818,4,3,581238,1,12,2,6,1,0,60,0,4.8728070180000005,0.076178711,0.773333333,1
7819,6,1,581239,0,0,0,2,1,0,60,0,2.9148936169999997,0.009333608,0.82,1
7820,2,3,581247,1,6,0,1,1,0,30,0,3.050574713,0.182073983,0.975,1
7821,5,1,581253,1,11,2,4,1,0,60,0,4.618666667,0.237663853,0.433333333,0
7822,5,3,581253,1,11,2,4,1,1,120,0,3.378802748,0.236222634,0.0,1
7823,4,2,581257,1,9,0,0,0,0,60,0,3.9262672810000003,0.05840367900000001,0.91,1
7824,4,2,581269,1,3,0,3,1,0,120,0,4.41958042,0.043305195,0.82,1
7825,1,1,581305,0,1,0,4,0,0,60,0,3.229166667,0.010568938,0.73,0
7826,5,1,581307,1,2,2,2,0,0,90,0,2.72983871,0.04639352099999999,0.2575,0
7827,2,3,581316,0,6,0,4,1,0,60,0,2.932692308,0.041795347000000004,0.83,1
7828,5,1,581332,1,8,2,1,0,0,90,0,3.787234043,0.08544369,0.645,1
7829,4,1,581340,1,6,1,8,0,0,60,0,4.855029586000001,0.11255233,0.89,1
7830,5,1,581342,1,0,2,4,0,0,120,0,3.094736842,0.060462563,0.765,0
7831,1,2,581353,0,9,2,8,0,0,180,0,2.436241611,0.049756365,0.771428571,1
7832,5,1,581410,1,7,0,4,0,0,60,1,3.541266795,0.126552742,0.836666667,1
7833,6,1,581414,0,9,2,6,0,0,30,1,1.153846154,0.000960813,0.475,1
7834,1,1,581431,0,2,2,3,0,0,75,0,2.852272727,0.017157367,0.846666667,0
7835,4,1,581438,1,0,0,3,0,0,60,0,3.301886792,0.059982155999999995,0.893333333,1
7836,4,1,581439,1,11,1,6,0,0,60,0,2.880952381,0.008235536,0.83,0
7837,1,2,581459,0,9,2,6,0,1,120,0,2.9491525419999998,0.011872898,0.606666667,0
7838,6,1,581485,0,5,0,9,1,0,30,0,3.3177570089999997,0.024294832000000002,0.716666667,1
7839,5,1,581486,1,4,2,9,0,0,90,0,3.368181818,0.050785807,0.6775,1
7840,5,1,581490,0,12,2,9,0,0,120,0,4.513409962,0.242467916,0.731666667,1
7841,5,2,581520,1,0,2,4,1,0,60,0,4.285012285,0.119621165,0.5825,0
7842,5,1,581523,1,7,0,3,0,0,150,0,4.450729927,0.167318647,0.776666667,1
7843,1,1,581530,0,6,0,1,0,0,60,0,1.948717949,0.00514721,0.6559999999999999,1
7844,5,1,581532,1,8,2,3,0,0,120,0,4.767388826,0.286871182,0.7283333329999999,1
7845,2,3,581552,1,3,0,2,0,0,90,0,3.013605442,0.060737081,0.89625,1
7846,5,1,581574,1,7,2,4,0,0,60,0,3.781746032,0.130739139,0.808333333,1
7847,1,1,581586,0,11,1,0,0,0,120,0,2.09009009,0.015853407,0.78,1
7848,3,1,581593,1,5,1,3,0,0,60,0,2.501901141,0.09024775199999999,0.8525,1
7849,5,2,581598,1,9,0,2,0,0,60,0,4.371702638,0.12504289300000002,0.835,1
7850,2,2,581614,1,0,0,8,0,0,120,0,4.6363636360000005,0.059433121,0.74875,1
7851,5,1,581616,1,3,2,0,0,0,60,0,4.170568562,0.171093267,0.5025,0
7852,3,2,581648,0,2,0,3,1,1,180,0,1.851190476,0.042618900999999994,0.7175,1
7853,6,1,581652,0,0,0,5,1,0,30,1,2.697297297,0.034177476,0.75,1
7854,2,3,581656,1,9,0,5,0,0,60,1,2.8685714289999997,0.034383364,0.7885714290000001,1
7855,5,3,581659,0,8,2,9,0,0,60,0,4.089825848,0.30615606300000003,0.9057142859999999,1
7856,2,3,581676,1,11,2,5,1,0,60,0,3.275779376,0.09367922599999999,0.8,0
7857,3,1,581697,1,11,0,4,0,0,60,0,2.072243346,0.037334431,0.8175,1
7858,5,1,581700,1,7,0,2,0,0,90,0,2.5319148940000002,0.008098277,0.86,0
7859,4,1,581708,1,12,0,1,0,0,30,0,3.984,0.034108846,0.436666667,1
7860,3,1,581755,0,0,0,9,0,0,60,0,1.90625,0.004117768,0.63,0
7861,5,1,581769,1,3,2,5,1,0,60,0,3.917667238,0.156681079,0.905,1
7862,5,3,581779,0,6,0,3,0,0,60,0,4.3173333330000006,0.111042482,0.778333333,1
7863,5,1,581787,1,0,0,5,0,0,120,0,4.214041096,0.168828495,0.7957142859999999,1
7864,5,1,581796,1,6,1,9,0,0,60,0,4.6546762589999995,0.044334637,0.754,1
7865,5,1,581810,1,7,0,4,0,0,60,0,3.092105263,0.080570997,0.70875,1
7866,4,3,581851,1,6,1,8,1,1,30,0,7.6752767529999995,0.285429964,0.736666667,1
7867,1,3,581866,0,6,1,7,0,0,60,0,3.69122807,0.072129572,0.803333333,1
7868,4,3,581887,0,4,1,9,0,0,30,0,4.884718499,0.124974264,0.716666667,1
7869,6,1,581889,0,0,0,5,1,0,30,0,3.166666667,0.01427493,0.78,0
7870,3,2,581909,1,5,2,0,1,0,240,1,3.652173913,0.005696245999999999,0.0,0
7871,4,1,581914,1,6,1,0,0,0,90,0,4.6071428569999995,0.035344177000000004,0.556666667,1
7872,6,1,581956,0,0,2,7,1,0,30,0,2.269541779,0.057717384000000004,0.843333333,1
7873,6,3,581957,0,5,2,1,0,0,30,0,2.8360655739999996,0.011804269,0.5,0
7874,6,1,581965,0,0,2,8,1,0,30,0,4.4248927039999995,0.07068835400000001,0.9,1
7875,3,3,582009,0,7,0,0,0,0,60,0,1.9888475840000002,0.036648137000000004,0.9475,1
7876,6,2,582033,1,3,2,4,1,0,30,0,1.0,0.0,0.0,0
7877,6,1,582039,0,7,2,3,1,0,30,0,2.409090909,0.0035687320000000002,0.0,0
7878,5,1,582063,1,0,2,7,0,0,90,0,4.219806763,0.239722737,0.80125,1
7879,5,1,582080,1,7,2,9,1,0,60,0,2.292682927,0.012833711000000001,0.74,0
7880,2,2,582087,1,6,2,3,0,0,90,0,9.422351234,0.44547388600000004,0.836,0
7881,4,1,582087,1,6,2,3,0,0,90,0,3.997435897,0.106924713,0.0,1
7882,1,1,582093,0,1,2,4,1,0,60,0,2.583333333,0.002058884,0.56,0
7883,2,2,582108,1,3,0,9,0,0,90,0,2.347305389,0.026834122999999998,0.6925,0
7884,5,1,582108,1,3,0,9,0,0,90,0,3.332493703,0.090728159,0.0,1
7885,5,3,582117,1,9,2,2,0,0,60,0,3.3879781419999997,0.085031913,0.814285714,1
7886,5,3,582141,1,11,0,5,0,0,90,0,2.222222222,0.00130396,0.0,0
7887,3,1,582160,0,0,0,8,0,0,60,0,3.076576577,0.046805297999999995,0.703333333,0
7888,1,1,582182,1,10,2,6,0,0,120,0,1.0,0.0,0.0,0
7889,1,1,582190,0,0,2,6,0,0,60,0,3.3534482760000004,0.026628234,0.795,0
7890,3,3,582197,1,10,1,1,1,0,60,0,1.711297071,0.028000824,0.83,1
7891,1,1,582218,0,11,0,9,0,0,120,0,3.333333333,0.0026765490000000003,0.52,0
7892,6,1,582226,0,4,0,5,0,0,30,0,3.6567164180000002,0.016745591,0.85,1
7893,1,3,582253,0,4,0,5,0,0,60,0,3.62195122,0.061080228,0.793333333,1
7894,5,3,582266,1,9,2,2,0,0,150,0,3.415300546,0.042824789,0.40666666700000004,0
7895,5,1,582275,1,6,1,4,1,0,60,0,2.3219178080000002,0.023196761,0.64,0
7896,1,1,582301,0,10,2,7,0,0,60,0,2.601694915,0.021000618,0.7442857140000001,0
7897,3,1,582302,1,8,2,7,0,0,60,0,2.9440559439999996,0.028824377,0.7575,0
7898,1,1,582305,1,10,2,8,0,0,120,0,3.577639752,0.078992519,0.9,1
7899,5,1,582311,1,8,2,2,0,0,60,0,2.31372549,0.016127925,0.62,0
7900,2,3,582320,0,8,0,4,0,0,60,0,6.092857143,0.117013245,0.8,1
7901,3,1,582320,0,8,0,4,0,0,60,0,2.597938144,0.034520623,0.0,1
7902,1,1,582333,0,0,0,7,0,0,120,0,2.239700375,0.040971793,0.934285714,1
7903,3,2,582366,1,7,2,3,0,1,180,0,1.0,0.0,0.0,0
7904,1,1,582394,0,10,0,4,1,0,75,0,3.344086022,0.063962666,0.7457142859999999,1
7905,1,1,582406,0,10,0,5,0,0,60,0,1.612903226,0.0033628440000000002,0.716666667,1
7906,3,1,582416,1,4,0,2,0,0,60,0,2.539379475,0.072953126,0.9375,1
7907,6,1,582420,0,1,0,1,0,0,30,0,3.042857143,0.014549448000000001,0.816666667,1
7908,1,1,582439,0,11,0,1,0,0,60,0,1.6666666669999999,0.000274518,0.0,0
7909,1,1,582446,0,12,1,2,1,0,60,0,2.434782609,0.038363873,0.8414285709999999,1
7910,1,3,582460,0,0,0,1,0,0,60,1,4.837209302,0.05703108900000001,0.74,1
7911,6,1,582460,0,0,0,1,0,0,30,1,2.5915492959999997,0.012559193,0.0,1
7912,1,1,582474,0,12,0,3,1,0,60,0,2.657894737,0.041520829,0.83,1
7913,3,2,582479,1,8,2,8,0,0,60,1,2.460641399,0.057854643,0.775,1
7914,6,1,582486,0,0,0,0,0,0,30,0,3.21978022,0.020039805,0.826666667,0
7915,5,1,582494,1,11,2,2,0,0,60,0,4.174377224,0.160936106,0.705,1
7916,5,1,582510,1,1,0,9,0,0,120,0,4.2243243239999995,0.10719923099999999,0.8340000000000001,1
7917,5,3,582530,1,5,1,0,1,1,150,0,2.756756757,0.020931988000000002,0.0,0
7918,2,3,582550,0,5,0,9,1,0,60,1,3.322195704,0.09546359199999999,0.68,1
7919,5,2,582553,1,10,2,4,0,0,300,0,2.753138075,0.09024775199999999,0.89,0
7920,3,1,582554,1,2,2,9,0,0,120,0,2.372262774,0.066845103,0.7875,0
7921,1,1,582574,0,6,2,8,1,0,60,0,2.4727272730000003,0.04659941,0.801428571,1
7922,1,1,582578,0,1,2,7,0,0,60,0,2.726618705,0.025941939,0.797142857,1
7923,5,2,582629,1,10,1,0,0,1,180,0,1.0,0.0,0.0,0
7924,1,1,582636,0,4,0,0,0,0,60,0,2.711538462,0.009608126,0.67,1
7925,6,1,582649,0,8,2,4,2,0,30,0,3.9,0.010637568,0.7,0
7926,5,3,582670,1,8,2,8,1,0,60,1,2.4384615380000003,0.021686912000000003,0.586666667,0
